"qid","wp_title","title","insee"
"Q431253","fr:Somme-Tourbe","Somme-Tourbe","51547"
"Q679628","fr:Somme-Vesle","Somme-Vesle","51548"
"Q1219837","fr:Somme-Yèvre","Somme-Yèvre","51549"
"Q1598340","fr:Sompuis","Sompuis","51550"
"Q1219810","fr:Somsois","Somsois","51551"
"Q745985","fr:Songy","Songy","51552"
"Q544505","fr:Souain-Perthes-lès-Hurlus","Souain-Perthes-lès-Hurlus","51553"
"Q535421","fr:Soudé","Soudé","51555"
"Q657285","fr:Soudron","Soudron","51556"
"Q1103532","fr:Soulanges (Marne)","Soulanges","51557"
"Q633602","fr:Soulières","Soulières","51558"
"Q774922","fr:Suippes","Suippes","51559"
"Q742510","fr:Suizy-le-Franc","Suizy-le-Franc","51560"
"Q777493","fr:Taissy","Taissy","51562"
"Q674958","fr:Talus-Saint-Prix","Talus-Saint-Prix","51563"
"Q21979614","fr:Val-de-Livre","Val-de-Livre","51564"
"Q684405","fr:Thaas","Thaas","51565"
"Q951512","fr:Thibie","Thibie","51566"
"Q677925","fr:Thiéblemont-Farémont","Thiéblemont-Farémont","51567"
"Q664825","fr:Thil (Marne)","Thil","51568"
"Q646711","fr:Thillois","Thillois","51569"
"Q833373","fr:Le Thoult-Trosnay","Le Thoult-Trosnay","51570"
"Q1597204","fr:Val-de-Vesle","Val-de-Vesle","51571"
"Q1224251","fr:Tilloy-et-Bellay","Tilloy-et-Bellay","51572"
"Q593503","fr:Tinqueux","Tinqueux","51573"
"Q1222328","fr:Togny-aux-Bœufs","Togny-aux-Bœufs","51574"
"Q1342783","fr:Tours-sur-Marne","Tours-sur-Marne","51576"
"Q1222281","fr:Tramery","Tramery","51577"
"Q1222780","fr:Trécon","Trécon","51578"
"Q928412","fr:Tréfols","Tréfols","51579"
"Q952832","fr:Trépail","Trépail","51580"
"Q1221286","fr:Treslon","Treslon","51581"
"Q652449","fr:Trigny","Trigny","51582"
"Q1103661","fr:Trois-Fontaines-l'Abbaye","Trois-Fontaines-l'Abbaye","51583"
"Q606408","fr:Trois-Puits","Trois-Puits","51584"
"Q839785","fr:Troissy","Troissy","51585"
"Q654265","fr:Unchair","Unchair","51586"
"Q598560","fr:Vadenay","Vadenay","51587"
"Q1060595","fr:Valmy","Valmy","51588"
"Q635486","fr:Vanault-le-Châtel","Vanault-le-Châtel","51589"
"Q1227169","fr:Vanault-les-Dames","Vanault-les-Dames","51590"
"Q665654","fr:Vandeuil","Vandeuil","51591"
"Q599400","fr:Vandières (Marne)","Vandières","51592"
"Q1219790","fr:Vassimont-et-Chapelaine","Vassimont-et-Chapelaine","51594"
"Q686385","fr:Vatry","Vatry","51595"
"Q1103479","fr:Vauchamps (Marne)","Vauchamps","51596"
"Q531051","fr:Vauciennes (Marne)","Vauciennes","51597"
"Q1219613","fr:Vauclerc","Vauclerc","51598"
"Q612161","fr:Vaudemange","Vaudemange","51599"
"Q680279","fr:Vaudesincourt","Vaudesincourt","51600"
"Q1225468","fr:Vavray-le-Grand","Vavray-le-Grand","51601"
"Q1225658","fr:Vavray-le-Petit","Vavray-le-Petit","51602"
"Q745778","fr:Vélye","Vélye","51603"
"Q255332","fr:Ventelay","Ventelay","51604"
"Q1103674","fr:Venteuil","Venteuil","51605"
"Q544929","fr:Verdon (Marne)","Verdon","51607"
"Q1224700","fr:Vernancourt","Vernancourt","51608"
"Q768974","fr:Verneuil (Marne)","Verneuil","51609"
"Q1228957","fr:Verrières (Marne)","Verrières","51610"
"Q1225939","fr:Vert-Toulon","Vert-Toulon","51611"
"Q501906","fr:Vertus","Vertus","51612"
"Q535917","fr:Verzenay","Verzenay","51613"
"Q839779","fr:Verzy","Verzy","51614"
"Q1224231","fr:Vésigneul-sur-Marne","Vésigneul-sur-Marne","51616"
"Q1617705","fr:La Veuve (Marne)","La Veuve","51617"
"Q1224205","fr:Le Vézier","Le Vézier","51618"
"Q1454676","fr:Le Vieil-Dampierre","Le Vieil-Dampierre","51619"
"Q582523","fr:Vienne-la-Ville","Vienne-la-Ville","51620"
"Q1450697","fr:Vienne-le-Château","Vienne-le-Château","51621"
"Q1227175","fr:Ville-Dommange","Ville-Dommange","51622"
"Q1124835","fr:Ville-en-Selve","Ville-en-Selve","51623"
"Q1224323","fr:Ville-en-Tardenois","Ville-en-Tardenois","51624"
"Q1220131","fr:Villeneuve-la-Lionne","Villeneuve-la-Lionne","51625"
"Q1220061","fr:La Villeneuve-lès-Charleville","La Villeneuve-lès-Charleville","51626"
"Q674179","fr:Villeneuve-Renneville-Chevigny","Villeneuve-Renneville-Chevigny","51627"
"Q1221146","fr:Villeneuve-Saint-Vistre-et-Villevotte","Villeneuve-Saint-Vistre-et-Villevotte","51628"
"Q1221317","fr:Villers-Allerand","Villers-Allerand","51629"
"Q1219986","fr:Villers-aux-Bois","Villers-aux-Bois","51630"
"Q671096","fr:Villers-aux-Nœuds","Villers-aux-Nœuds","51631"
"Q635483","fr:Villers-en-Argonne","Villers-en-Argonne","51632"
"Q1219967","fr:Villers-Franqueux","Villers-Franqueux","51633"
"Q1227163","fr:Villers-le-Château","Villers-le-Château","51634"
"Q1219945","fr:Villers-le-Sec (Marne)","Villers-le-Sec","51635"
"Q636668","fr:Villers-Marmery","Villers-Marmery","51636"
"Q1220092","fr:Villers-sous-Châtillon","Villers-sous-Châtillon","51637"
"Q1221981","fr:Villeseneux","Villeseneux","51638"
"Q731433","fr:La Ville-sous-Orbais","La Ville-sous-Orbais","51639"
"Q1450678","fr:Ville-sur-Tourbe","Ville-sur-Tourbe","51640"
"Q1224137","fr:Villevenard","Villevenard","51641"
"Q1224543","fr:Villiers-aux-Corneilles","Villiers-aux-Corneilles","51642"
"Q1224625","fr:Vinay (Marne)","Vinay","51643"
"Q969161","fr:Vincelles (Marne)","Vincelles","51644"
"Q1224669","fr:Vindey","Vindey","51645"
"Q734060","fr:Virginy","Virginy","51646"
"Q674566","fr:Vitry-en-Perthois","Vitry-en-Perthois","51647"
"Q669256","fr:Vitry-la-Ville","Vitry-la-Ville","51648"
"Q623374","fr:Vitry-le-François","Vitry-le-François","51649"
"Q285290","fr:Voilemont","Voilemont","51650"
"Q1224652","fr:Voipreux","Voipreux","51651"
"Q1224793","fr:Vouarces","Vouarces","51652"
"Q1224684","fr:Vouillers","Vouillers","51654"
"Q1224865","fr:Vouzy","Vouzy","51655"
"Q550494","fr:Vraux","Vraux","51656"
"Q1224800","fr:Vrigny (Marne)","Vrigny","51657"
"Q1225487","fr:Vroil","Vroil","51658"
"Q1228996","fr:Wargemoulin-Hurlus","Wargemoulin-Hurlus","51659"
"Q1224836","fr:Warmeriville","Warmeriville","51660"
"Q1215131","fr:Witry-lès-Reims","Witry-lès-Reims","51662"
"Q540075","fr:Magenta (Marne)","Magenta","51663"
"Q580891","fr:Ageville","Ageville","52001"
"Q1102347","fr:Aigremont (Haute-Marne)","Aigremont","52002"
"Q1102388","fr:Aillianville","Aillianville","52003"
"Q1102975","fr:Aingoulaincourt","Aingoulaincourt","52004"
"Q1102954","fr:Aizanville","Aizanville","52005"
"Q375109","fr:Allichamps","Allichamps","52006"
"Q1102924","fr:Ambonville","Ambonville","52007"
"Q1332796","fr:Andelot-Blancheville","Andelot-Blancheville","52008"
"Q733869","fr:Andilly-en-Bassigny","Andilly-en-Bassigny","52009"
"Q1102496","fr:Annéville-la-Prairie","Annéville-la-Prairie","52011"
"Q567330","fr:Annonville","Annonville","52012"
"Q1102945","fr:Anrosey","Anrosey","52013"
"Q1102400","fr:Aprey","Aprey","52014"
"Q604962","fr:Arbigny-sous-Varennes","Arbigny-sous-Varennes","52015"
"Q1102923","fr:Arbot","Arbot","52016"
"Q972624","fr:Arc-en-Barrois","Arc-en-Barrois","52017"
"Q1102339","fr:Arnancourt","Arnancourt","52019"
"Q1332905","fr:Attancourt","Attancourt","52021"
"Q1103286","fr:Aubepierre-sur-Aube","Aubepierre-sur-Aube","52022"
"Q533993","fr:Auberive","Auberive","52023"
"Q1102483","fr:Audeloncourt","Audeloncourt","52025"
"Q980199","fr:Aujeurres","Aujeurres","52027"
"Q1102934","fr:Aulnoy-sur-Aube","Aulnoy-sur-Aube","52028"
"Q939544","fr:Autigny-le-Grand","Autigny-le-Grand","52029"
"Q663152","fr:Autigny-le-Petit","Autigny-le-Petit","52030"
"Q967106","fr:Autreville-sur-la-Renne","Autreville-sur-la-Renne","52031"
"Q2874520","fr:Avrecourt","Avrecourt","52033"
"Q1102320","fr:Bailly-aux-Forges","Bailly-aux-Forges","52034"
"Q1102971","fr:Baissey","Baissey","52035"
"Q1339222","fr:Bannes (Haute-Marne)","Bannes","52037"
"Q1102383","fr:Bassoncourt","Bassoncourt","52038"
"Q1102403","fr:Baudrecourt (Haute-Marne)","Baudrecourt","52039"
"Q1102478","fr:Bay-sur-Aube","Bay-sur-Aube","52040"
"Q1102363","fr:Beauchemin (Haute-Marne)","Beauchemin","52042"
"Q1102170","fr:Belmont (Haute-Marne)","Belmont","52043"
"Q1325646","fr:Roches-Bettaincourt","Roches-Bettaincourt","52044"
"Q594684","fr:Bettancourt-la-Ferrée","Bettancourt-la-Ferrée","52045"
"Q1102394","fr:Beurville","Beurville","52047"
"Q1102306","fr:Biesles","Biesles","52050"
"Q1102930","fr:Bize (Haute-Marne)","Bize","52051"
"Q1408495","fr:Blaisy","Blaisy","52053"
"Q1332870","fr:Blécourt (Haute-Marne)","Blécourt","52055"
"Q1102248","fr:Blessonville","Blessonville","52056"
"Q1102352","fr:Blumeray","Blumeray","52057"
"Q665760","fr:Bologne (Haute-Marne)","Bologne","52058"
"Q1102941","fr:Bonnecourt","Bonnecourt","52059"
"Q627061","fr:Bourbonne-les-Bains","Bourbonne-les-Bains","52060"
"Q1102175","fr:Bourdons-sur-Rognon","Bourdons-sur-Rognon","52061"
"Q1102284","fr:Bourg (Haute-Marne)","Bourg","52062"
"Q1102506","fr:Bourg-Sainte-Marie","Bourg-Sainte-Marie","52063"
"Q1332960","fr:Bourmont (Haute-Marne)","Bourmont","52064"
"Q1102179","fr:Bouzancourt","Bouzancourt","52065"
"Q1102926","fr:Brachay","Brachay","52066"
"Q934598","fr:Brainville-sur-Meuse","Brainville-sur-Meuse","52067"
"Q1148637","fr:Braux-le-Châtel","Braux-le-Châtel","52069"
"Q1102514","fr:Brennes","Brennes","52070"
"Q1102377","fr:Brethenay","Brethenay","52072"
"Q946654","fr:Breuvannes-en-Bassigny","Breuvannes-en-Bassigny","52074"
"Q1102302","fr:Briaucourt (Haute-Marne)","Briaucourt","52075"
"Q935350","fr:Bricon","Bricon","52076"
"Q580218","fr:Brousseval","Brousseval","52079"
"Q1102947","fr:Bugnières","Bugnières","52082"
"Q1102294","fr:Champsevraine","Champsevraine","52083"
"Q1102963","fr:Busson (Haute-Marne)","Busson","52084"
"Q1102105","fr:Buxières-lès-Clefmont","Buxières-lès-Clefmont","52085"
"Q1100937","fr:Buxières-lès-Villiers","Buxières-lès-Villiers","52087"
"Q1100974","fr:Ceffonds","Ceffonds","52088"
"Q536602","fr:Celles-en-Bassigny","Celles-en-Bassigny","52089"
"Q1101448","fr:Celsoy","Celsoy","52090"
"Q949571","fr:Cerisières","Cerisières","52091"
"Q968364","fr:Chalancey","Chalancey","52092"
"Q767724","fr:Chalindrey","Chalindrey","52093"
"Q140111","fr:Vals-des-Tilles","Vals-des-Tilles","52094"
"Q1101017","fr:Chalvraines","Chalvraines","52095"
"Q578709","fr:Chambroncourt","Chambroncourt","52097"
"Q1101461","fr:Chamouilley","Chamouilley","52099"
"Q686376","fr:Champigneulles-en-Bassigny","Champigneulles-en-Bassigny","52101"
"Q1102112","fr:Champigny-lès-Langres","Champigny-lès-Langres","52102"
"Q387501","fr:Champigny-sous-Varennes","Champigny-sous-Varennes","52103"
"Q1101010","fr:Chancenay","Chancenay","52104"
"Q1100981","fr:Changey","Changey","52105"
"Q1101637","fr:Chanoy","Chanoy","52106"
"Q510632","fr:Chantraines","Chantraines","52107"
"Q1102025","fr:Charmes (Haute-Marne)","Charmes","52108"
"Q1102070","fr:Charmes-en-l'Angle","Charmes-en-l'Angle","52109"
"Q729460","fr:Charmes-la-Grande","Charmes-la-Grande","52110"
"Q851390","fr:Chassigny","Chassigny","52113"
"Q681210","fr:Châteauvillain","Châteauvillain","52114"
"Q1101457","fr:Chatenay-Mâcheron","Chatenay-Mâcheron","52115"
"Q924153","fr:Chatenay-Vaudin","Chatenay-Vaudin","52116"
"Q679850","fr:Chatonrupt-Sommermont","Chatonrupt-Sommermont","52118"
"Q668610","fr:Chaudenay (Haute-Marne)","Chaudenay","52119"
"Q1060629","fr:Chauffourt","Chauffourt","52120"
"Q193880","fr:Chaumont (Haute-Marne)","Chaumont","52121"
"Q1102078","fr:Chaumont-la-Ville","Chaumont-la-Ville","52122"
"Q750549","fr:Chevillon (Haute-Marne)","Chevillon","52123"
"Q1722841","fr:Chézeaux","Chézeaux","52124"
"Q1101594","fr:Chamarandes-Choignes","Chamarandes-Choignes","52125"
"Q580469","fr:Choilley-Dardenay","Choilley-Dardenay","52126"
"Q681838","fr:Choiseul (Haute-Marne)","Choiseul","52127"
"Q1100930","fr:Cirey-lès-Mareilles","Cirey-lès-Mareilles","52128"
"Q740985","fr:Cirey-sur-Blaise","Cirey-sur-Blaise","52129"
"Q1101001","fr:Cirfontaines-en-Azois","Cirfontaines-en-Azois","52130"
"Q957972","fr:Cirfontaines-en-Ornois","Cirfontaines-en-Ornois","52131"
"Q665746","fr:Clefmont","Clefmont","52132"
"Q1101942","fr:Clinchamp","Clinchamp","52133"
"Q1101644","fr:Cohons","Cohons","52134"
"Q1101967","fr:Coiffy-le-Bas","Coiffy-le-Bas","52135"
"Q535434","fr:Coiffy-le-Haut","Coiffy-le-Haut","52136"
"Q1100954","fr:Colmier-le-Bas","Colmier-le-Bas","52137"
"Q1101598","fr:Colmier-le-Haut","Colmier-le-Haut","52138"
"Q320654","fr:Colombey-les-Deux-Églises","Colombey-les-Deux-Églises","52140"
"Q1101620","fr:Condes (Haute-Marne)","Condes","52141"
"Q1332946","fr:Consigny","Consigny","52142"
"Q1386929","fr:Coublanc (Haute-Marne)","Coublanc","52145"
"Q1331419","fr:Coupray","Coupray","52146"
"Q633225","fr:Courcelles-en-Montagne","Courcelles-en-Montagne","52147"
"Q1102086","fr:Courcelles-sur-Blaise","Courcelles-sur-Blaise","52149"
"Q1157494","fr:Cour-l'Évêque","Cour-l'Évêque","52151"
"Q1101976","fr:Culmont","Culmont","52155"
"Q1101571","fr:Curel (Haute-Marne)","Curel","52156"
"Q1101471","fr:Curmont","Curmont","52157"
"Q1101468","fr:Cusey","Cusey","52158"
"Q1100993","fr:Cuves (Haute-Marne)","Cuves","52159"
"Q1101566","fr:Daillancourt","Daillancourt","52160"
"Q1100960","fr:Daillecourt","Daillecourt","52161"
"Q1060450","fr:Dammartin-sur-Meuse","Dammartin-sur-Meuse","52162"
"Q1101983","fr:Dampierre (Haute-Marne)","Dampierre","52163"
"Q609825","fr:Damrémont","Damrémont","52164"
"Q1100948","fr:Dancevoir","Dancevoir","52165"
"Q282633","fr:Darmannes","Darmannes","52167"
"Q183501","fr:Dinteville (Haute-Marne)","Dinteville","52168"
"Q1101929","fr:Domblain","Domblain","52169"
"Q1386871","fr:Dommarien","Dommarien","52170"
"Q966034","fr:Dommartin-le-Franc","Dommartin-le-Franc","52171"
"Q1102094","fr:Dommartin-le-Saint-Père","Dommartin-le-Saint-Père","52172"
"Q965488","fr:Domremy-Landéville","Domremy-Landéville","52173"
"Q654175","fr:Doncourt-sur-Meuse","Doncourt-sur-Meuse","52174"
"Q1101648","fr:Donjeux (Haute-Marne)","Donjeux","52175"
"Q516325","fr:Doulaincourt-Saucourt","Doulaincourt-Saucourt","52177"
"Q1100923","fr:Doulevant-le-Château","Doulevant-le-Château","52178"
"Q1100942","fr:Doulevant-le-Petit","Doulevant-le-Petit","52179"
"Q1158164","fr:Échenay","Échenay","52181"
"Q595001","fr:Éclaron-Braucourt-Sainte-Livière","Éclaron-Braucourt-Sainte-Livière","52182"
"Q1329626","fr:Ecot-la-Combe","Ecot-la-Combe","52183"
"Q1329798","fr:Effincourt","Effincourt","52184"
"Q1101029","fr:Enfonvelle","Enfonvelle","52185"
"Q1095613","fr:Épizon","Épizon","52187"
"Q1157264","fr:Le Val-d'Esnoms","Le Val-d'Esnoms","52189"
"Q1100853","fr:Esnouveaux","Esnouveaux","52190"
"Q1102033","fr:Euffigneix","Euffigneix","52193"
"Q1100865","fr:Eurville-Bienville","Eurville-Bienville","52194"
"Q1330888","fr:Farincourt","Farincourt","52195"
"Q1330098","fr:Faverolles (Haute-Marne)","Faverolles","52196"
"Q727617","fr:Fayl-Billot","Fayl-Billot","52197"
"Q667154","fr:Fays (Haute-Marne)","Fays","52198"
"Q1329603","fr:Ferrière-et-Lafolie","Ferrière-et-Lafolie","52199"
"Q1330066","fr:Flagey (Haute-Marne)","Flagey","52200"
"Q1329592","fr:Flammerécourt","Flammerécourt","52201"
"Q744404","fr:Fontaines-sur-Marne","Fontaines-sur-Marne","52203"
"Q1101575","fr:Forcey","Forcey","52204"
"Q1102153","fr:Foulain","Foulain","52205"
"Q1101588","fr:Frampas","Frampas","52206"
"Q1387125","fr:Frécourt","Frécourt","52207"
"Q1101551","fr:Fresnes-sur-Apance","Fresnes-sur-Apance","52208"
"Q1331651","fr:Froncles","Froncles","52211"
"Q368725","fr:Fronville","Fronville","52212"
"Q678224","fr:Genevrières","Genevrières","52213"
"Q1157492","fr:La Genevroye","La Genevroye","52214"
"Q1102098","fr:Germaines","Germaines","52216"
"Q1100892","fr:Germainvilliers","Germainvilliers","52217"
"Q972058","fr:Germay","Germay","52218"
"Q1101608","fr:Germisay","Germisay","52219"
"Q1100877","fr:Giey-sur-Aujon","Giey-sur-Aujon","52220"
"Q1332839","fr:Gillancourt","Gillancourt","52221"
"Q1332919","fr:Gillaumé","Gillaumé","52222"
"Q596679","fr:Gilley (Haute-Marne)","Gilley","52223"
"Q925683","fr:Goncourt (Haute-Marne)","Goncourt","52225"
"Q1598554","fr:Graffigny-Chemin","Graffigny-Chemin","52227"
"Q1331479","fr:Grandchamp (Haute-Marne)","Grandchamp","52228"
"Q1329504","fr:Grenant","Grenant","52229"
"Q1325599","fr:Gudmont-Villiers","Gudmont-Villiers","52230"
"Q1329354","fr:Guindrecourt-aux-Ormes","Guindrecourt-aux-Ormes","52231"
"Q1329340","fr:Guindrecourt-sur-Blaise","Guindrecourt-sur-Blaise","52232"
"Q522208","fr:Guyonvelle","Guyonvelle","52233"
"Q1329569","fr:Hâcourt","Hâcourt","52234"
"Q544662","fr:Hallignicourt","Hallignicourt","52235"
"Q1101625","fr:Harréville-les-Chanteurs","Harréville-les-Chanteurs","52237"
"Q1386903","fr:Heuilley-le-Grand","Heuilley-le-Grand","52240"
"Q1100886","fr:Haute-Amance","Haute-Amance","52242"
"Q1330125","fr:Huilliécourt","Huilliécourt","52243"
"Q946195","fr:Humbécourt","Humbécourt","52244"
"Q1331599","fr:Humberville","Humberville","52245"
"Q1329665","fr:Humes-Jorquenay","Humes-Jorquenay","52246"
"Q968245","fr:Illoud","Illoud","52247"
"Q1331411","fr:Is-en-Bassigny","Is-en-Bassigny","52248"
"Q1331115","fr:Isômes","Isômes","52249"
"Q817418","fr:Joinville (Haute-Marne)","Joinville","52250"
"Q1331391","fr:Jonchery","Jonchery","52251"
"Q1330083","fr:Juzennecourt","Juzennecourt","52253"
"Q1331612","fr:Lachapelle-en-Blaisy","Lachapelle-en-Blaisy","52254"
"Q1329483","fr:Lafauche","Lafauche","52256"
"Q1330879","fr:Laferté-sur-Amance","Laferté-sur-Amance","52257"
"Q1330229","fr:Laferté-sur-Aube","Laferté-sur-Aube","52258"
"Q1329709","fr:Lamancine","Lamancine","52260"
"Q1331527","fr:Lamothe-en-Blaisy","Lamothe-en-Blaisy","52262"
"Q1329684","fr:Laneuvelle","Laneuvelle","52264"
"Q740607","fr:Bayard-sur-Marne","Bayard-sur-Marne","52265"
"Q1723692","fr:Laneuville-à-Rémy","Laneuville-à-Rémy","52266"
"Q517836","fr:Laneuville-au-Pont","Laneuville-au-Pont","52267"
"Q203293","fr:Langres","Langres","52269"
"Q1331579","fr:Lanques-sur-Rognon","Lanques-sur-Rognon","52271"
"Q1331813","fr:Lanty-sur-Aube","Lanty-sur-Aube","52272"
"Q430564","fr:Larivière-Arnoncourt","Larivière-Arnoncourt","52273"
"Q924628","fr:Latrecey-Ormoy-sur-Aube","Latrecey-Ormoy-sur-Aube","52274"
"Q662471","fr:Lavernoy","Lavernoy","52275"
"Q1329644","fr:Laville-aux-Bois","Laville-aux-Bois","52276"
"Q667597","fr:Lavilleneuve","Lavilleneuve","52277"
"Q3219823","fr:Lavilleneuve-au-Roi","Lavilleneuve-au-Roi","52278"
"Q1389397","fr:Lecey","Lecey","52280"
"Q631219","fr:Leffonds","Leffonds","52282"
"Q525339","fr:Leschères-sur-le-Blaiseron","Leschères-sur-le-Blaiseron","52284"
"Q728857","fr:Leuchey","Leuchey","52285"
"Q1331786","fr:Leurville","Leurville","52286"
"Q1339186","fr:Levécourt","Levécourt","52287"
"Q1331876","fr:Lezéville","Lezéville","52288"
"Q1339311","fr:Liffol-le-Petit","Liffol-le-Petit","52289"
"Q1386942","fr:Les Loges (Haute-Marne)","Les Loges","52290"
"Q1339236","fr:Longchamp (Haute-Marne)","Longchamp","52291"
"Q1339206","fr:Longeau-Percey","Longeau-Percey","52292"
"Q1331855","fr:Louvemont","Louvemont","52294"
"Q1386864","fr:Louvières (Haute-Marne)","Louvières","52295"
"Q1339296","fr:Luzy-sur-Marne","Luzy-sur-Marne","52297"
"Q1331723","fr:Maâtz","Maâtz","52298"
"Q614363","fr:Magneux (Haute-Marne)","Magneux","52300"
"Q940099","fr:Maisoncelles (Haute-Marne)","Maisoncelles","52301"
"Q1331675","fr:Maizières (Haute-Marne)","Maizières","52302"
"Q1331700","fr:Maizières-sur-Amance","Maizières-sur-Amance","52303"
"Q614756","fr:Malaincourt-sur-Meuse","Malaincourt-sur-Meuse","52304"
"Q1332436","fr:Mandres-la-Côte","Mandres-la-Côte","52305"
"Q614315","fr:Manois","Manois","52306"
"Q614375","fr:Marac","Marac","52307"
"Q1339245","fr:Maranville","Maranville","52308"
"Q1331441","fr:Marbéville","Marbéville","52310"
"Q614793","fr:Marcilly-en-Bassigny","Marcilly-en-Bassigny","52311"
"Q614325","fr:Mardor","Mardor","52312"
"Q1331643","fr:Mareilles","Mareilles","52313"
"Q614388","fr:Marnay-sur-Marne","Marnay-sur-Marne","52315"
"Q614277","fr:Mathons","Mathons","52316"
"Q614349","fr:Melay (Haute-Marne)","Melay","52318"
"Q614709","fr:Mennouveaux","Mennouveaux","52319"
"Q614744","fr:Merrey","Merrey","52320"
"Q614288","fr:Mertrud","Mertrud","52321"
"Q614698","fr:Meures","Meures","52322"
"Q1339197","fr:Millières (Haute-Marne)","Millières","52325"
"Q614912","fr:Mirbel","Mirbel","52326"
"Q818302","fr:Moëslains","Moëslains","52327"
"Q615269","fr:Montcharvot","Montcharvot","52328"
"Q614299","fr:Montheries","Montheries","52330"
"Q21979617","fr:La Porte-du-Der","La Porte-du-Der","52331"
"Q1385739","fr:Val-de-Meuse","Val-de-Meuse","52332"
"Q1331829","fr:Montot-sur-Rognon","Montot-sur-Rognon","52335"
"Q615262","fr:Montreuil-sur-Blaise","Montreuil-sur-Blaise","52336"
"Q1331743","fr:Montreuil-sur-Thonnance","Montreuil-sur-Thonnance","52337"
"Q512508","fr:Morancourt","Morancourt","52341"
"Q614399","fr:Morionvilliers","Morionvilliers","52342"
"Q615282","fr:Mouilleron (Haute-Marne)","Mouilleron","52344"
"Q614416","fr:Mussey-sur-Marne","Mussey-sur-Marne","52346"
"Q614449","fr:Narcy (Haute-Marne)","Narcy","52347"
"Q1158159","fr:Neuilly-l'Évêque","Neuilly-l'Évêque","52348"
"Q1331465","fr:Neuilly-sur-Suize","Neuilly-sur-Suize","52349"
"Q1329772","fr:Neuvelle-lès-Voisey","Neuvelle-lès-Voisey","52350"
"Q669933","fr:Nijon","Nijon","52351"
"Q1329581","fr:Ninville","Ninville","52352"
"Q1325342","fr:Nogent (Haute-Marne)","Nogent","52353"
"Q1385495","fr:Noidant-Chatenoy","Noidant-Chatenoy","52354"
"Q1325392","fr:Noidant-le-Rocheux","Noidant-le-Rocheux","52355"
"Q527313","fr:Nomécourt","Nomécourt","52356"
"Q1325614","fr:Noncourt-sur-le-Rongeant","Noncourt-sur-le-Rongeant","52357"
"Q975014","fr:Noyers (Haute-Marne)","Noyers","52358"
"Q1616046","fr:Nully (Haute-Marne)","Nully","52359"
"Q1330034","fr:Occey","Occey","52360"
"Q966891","fr:Orbigny-au-Mont","Orbigny-au-Mont","52362"
"Q1331430","fr:Orbigny-au-Val","Orbigny-au-Val","52363"
"Q513233","fr:Orcevaux","Orcevaux","52364"
"Q1329986","fr:Orges (Haute-Marne)","Orges","52365"
"Q1330868","fr:Ormancey","Ormancey","52366"
"Q1329218","fr:Ormoy-lès-Sexfontaines","Ormoy-lès-Sexfontaines","52367"
"Q979747","fr:Orquevaux","Orquevaux","52369"
"Q1329325","fr:Osne-le-Val","Osne-le-Val","52370"
"Q1329298","fr:Oudincourt","Oudincourt","52371"
"Q1329539","fr:Outremécourt","Outremécourt","52372"
"Q1329427","fr:Ozières","Ozières","52373"
"Q1167490","fr:Le Pailly","Le Pailly","52374"
"Q384746","fr:Palaiseul","Palaiseul","52375"
"Q1329202","fr:Pansey","Pansey","52376"
"Q1386858","fr:Parnoy-en-Bassigny","Parnoy-en-Bassigny","52377"
"Q1329395","fr:Paroy-sur-Saulx","Paroy-sur-Saulx","52378"
"Q572859","fr:Peigney","Peigney","52380"
"Q1329750","fr:Perrancey-les-Vieux-Moulins","Perrancey-les-Vieux-Moulins","52383"
"Q1329731","fr:Perrogney-les-Fontaines","Perrogney-les-Fontaines","52384"
"Q650914","fr:Perrusse","Perrusse","52385"
"Q1330846","fr:Perthes (Haute-Marne)","Perthes","52386"
"Q1330142","fr:Pierremont-sur-Amance","Pierremont-sur-Amance","52388"
"Q1329455","fr:Pisseloup (Haute-Marne)","Pisseloup","52390"
"Q941257","fr:Planrupt","Planrupt","52391"
"Q732861","fr:Plesnoy","Plesnoy","52392"
"Q1329272","fr:Poinsenot","Poinsenot","52393"
"Q527967","fr:Poinson-lès-Fayl","Poinson-lès-Fayl","52394"
"Q751787","fr:Poinson-lès-Grancey","Poinson-lès-Grancey","52395"
"Q286883","fr:Poinson-lès-Nogent","Poinson-lès-Nogent","52396"
"Q1329232","fr:Poiseul","Poiseul","52397"
"Q1112592","fr:Poissons (Haute-Marne)","Poissons","52398"
"Q1386949","fr:Pont-la-Ville (Haute-Marne)","Pont-la-Ville","52399"
"Q42014","fr:Le Châtelet-sur-Meuse","Le Châtelet-sur-Meuse","52400"
"Q537544","fr:Poulangy","Poulangy","52401"
"Q1329494","fr:Praslay","Praslay","52403"
"Q21979615","fr:Le Montsaugeonnais","Le Montsaugeonnais","52405"
"Q389265","fr:Pressigny (Haute-Marne)","Pressigny","52406"
"Q946286","fr:Prez-sous-Lafauche","Prez-sous-Lafauche","52407"
"Q21979616","fr:Rives-Dervoises","Rives-Dervoises","52411"
"Q748730","fr:Rachecourt-Suzémont","Rachecourt-Suzémont","52413"
"Q1329250","fr:Rachecourt-sur-Marne","Rachecourt-sur-Marne","52414"
"Q1330206","fr:Rançonnières","Rançonnières","52415"
"Q1330175","fr:Rangecourt","Rangecourt","52416"
"Q1408447","fr:Rennepont","Rennepont","52419"
"Q750507","fr:Reynel","Reynel","52420"
"Q606435","fr:Riaucourt","Riaucourt","52421"
